,symbol,cluster
3481,LTBR,26
3493,LWAY,26
3547,MCI,26
3555,MCV,26
3565,MDLQ,26
3566,MDLX,26
3576,MEAR,26
3605,MFO,26
3628,MHH,26
3630,MHLA,26
3631,MHLD,26
3632,MHNC,26
3634,MICT,26
3638,MINC,26
3639,MIND,26
3640,MINDP,26
3648,MKC-V,26
3650,MKGI,26
3667,MLSS,26
3687,MNDO,26
3714,MOSY,26
3719,MOXC,26
3731,MRBK,26
3743,MSBF,26
3755,MSN,26
3764,MTBCP,26
3770,MTEX,26
3804,MVC,26
3830,MYOS,26
3844,NAOV,26
3849,NAVB,26
3884,NEON,26
3886,NEPH,26
3915,NGHCP,26
3920,NHA,26
3922,NHLD,26
3956,NMRD,26
3964,NNVC,26
3983,NPN,26
4008,NSYS,26
4017,NTIC,26
4018,NTIP,26
4019,NTN,26
4027,NTWK,26
4028,NTZ,26
4082,NYMTO,26
4084,NYV,26
4094,OCCI,26
4112,OESX,26
4130,OIIM,26
4162,OPGN,26
4163,OPHC,26
4169,OPOF,26
4185,ORGS,26
4196,OSN,26
4202,OTEL,26
4206,OTLK,26
4218,OXBR,26
4220,OXLCM,26
4221,OXLCO,26
4223,OXSQL,26
4245,PANL,26
4280,PBY,26
4284,PCF,26
4304,PDEX,26
4318,PED,26
4329,PESI,26
4331,PETZ,26
4350,PFIN,26
4362,PGHY,26
4394,PIH,26
4420,PLBC,26
4427,PLL,26
4440,PLXP,26
4446,PME,26
4480,PPIH,26
4496,PRCP,26
4517,PRPH,26
4527,PRTS,26
4599,PW,26
4617,PYS,26
4621,PZG,26
4657,QMCO,26
4669,QRHC,26
4683,QUMU,26
4694,RALS,26
4702,RBCN,26
4708,RCB,26
4718,RCMT,26
4719,RCON,26
4720,RCP,26
4723,RDCM,26
4747,REKR,26
4748,RELV,26
4760,RETO,26
4825,RLMD,26
4832,RMCF,26
4841,RNDB,26
4846,RNGR,26
4850,RNWK,26
4913,RVP,26
4958,SAL,26
4976,SBFG,26
5016,SCKT,26
5056,SELF,26
5077,SGBX,26
5081,SGG,26
5083,SGMA,26
5087,SGRP,26
5118,SII,26
5129,SINO,26
5149,SKYS,26
5157,SLGL,26
5182,SMED,26
5189,SMIT,26
5215,SNES,26
5216,SNFCA,26
5220,SNOA,26
5231,SOHO,26
5232,SOHOB,26
5234,SOHOO,26
5246,SONN,26
5248,SOVB,26
5255,SPCB,26
5275,SPLP,26
5289,SPRT,26
5330,SRTS,26
5335,SSBI,26
5341,SSNT,26
5351,SSY,26
5360,STG,26
5364,STKS,26
5372,STND,26
5381,STRM,26
5396,SUMR,26
5406,SVBI,26
5435,SYNC,26
5438,SYPR,26
5456,TANH,26
5457,TANNL,26
5458,TANNZ,26
5459,TAOP,26
5460,TARA,26
5467,TAYD,26
5524,TENX,26
5538,TGC,26
5539,TGEN,26
5577,TKAT,26
5583,TLF,26
5597,TMDI,26
5627,TPHS,26
5651,TRMT,26
5664,TRT,26
5676,TRX,26
5681,TSCAP,26
5710,TURN,26
5713,TVC,26
5714,TVE,26
5720,TWMC,26
5723,TWNKW,26
5750,UAVS,26
5752,UBCP,26
5755,UBOH,26
5780,UG,26
5796,UJPY,26
5818,UONEK,26
5838,USDU,26
5869,UTI,26
5875,UUP,26
5876,UUU,26
5906,VCF,26
5910,VCNX,26
5926,VERB,26
5929,VERU,26
5969,VIRT,26
6019,VRML,26
6020,VRNA,26
6051,VTNR,26
6054,VTSI,26
6104,WEAT,26
6124,WHLRD,26
6133,WINS,26
6135,WISA,26
6181,WTMF,26
6191,WVVI,26
6201,WYY,26
6203,XAIR,26
6215,XELB,26
6302,ZDGE,26
6313,ZIONP,26
