,symbol,cluster
4501,PRFZ,2
4502,PRGS,7
4503,PRGX,27
4504,PRH,34
4505,PRI,15
4506,PRIM,32
4507,PRK,15
4508,PRLB,32
4509,PRMW,28
4510,PRN,24
4511,PRNB,8
4512,PRNT,22
4513,PRO,7
4514,PROG,33
4515,PROS,20
4516,PROV,27
4517,PRPH,26
4518,PRPL,1
4519,PRPO,1
4520,PRQR,8
4521,PRS,34
4522,PRSP,7
4523,PRT,1
4524,PRTA,8
4525,PRTH,1
4526,PRTK,8
4527,PRTS,26
4528,PRTY,28
4529,PRU,15
4530,PRVL,20
4531,PS,7
4532,PSA,17
4533,PSB,17
4534,PSCC,28
4535,PSCD,28
4536,PSCE,13
4537,PSCF,15
4538,PSCI,32
4539,PSCM,32
4540,PSEP,23
4541,PSET,5
4542,PSF,3
4543,PSHG,1
4544,PSI,32
4545,PSJ,7
4546,PSL,35
4547,PSM,33
4548,PSMB,22
4549,PSMC,35
4550,PSMG,22
4551,PSMM,35
4552,PSMT,28
4553,PSN,25
4554,PSNL,20
4555,PSO,16
4556,PSQ,36
4557,PSR,17
4558,PSTG,7
4559,PSTI,1
4560,PSTL,25
4561,PSTV,1
4562,PSV,1
4563,PSX,13
4564,PSXP,18
4565,PT,25
4566,PTAC,33
4567,PTACU,33
4568,PTBD,23
4569,PTCT,8
4570,PTE,1
4571,PTEU,16
4572,PTF,24
4573,PTGX,1
4574,PTH,8
4575,PTI,1
4576,PTIN,5
4577,PTLA,8
4578,PTLC,24
4579,PTMN,1
4580,PTNQ,24
4581,PTNR,3
4582,PTON,20
4583,PTR,13
4584,PTVCA,19
4585,PTVCB,27
4586,PTY,3
4587,PUK,30
4588,PUK-P,34
4589,PULS,19
4590,PUMP,13
4591,PUTW,24
4592,PVAC,13
4593,PVAL,5
4594,PVBC,27
4595,PVG,21
4596,PVH,32
4597,PVI,19
4598,PVL,1
4599,PW,26
4600,PWC,24
4601,PWFL,25
4602,PWR,32
4603,PWS,7
4604,PWV,2
4605,PWZ,29
4606,PXD,13
4607,PXF,30
4608,PXH,14
4609,PXI,13
4610,PXJ,13
4611,PXLW,1
4612,PXQ,24
4613,PXS,1
4614,PYN,6
4615,PYPD,33
4616,PYPE,23
4617,PYS,26
4618,PYT,19
4619,PZA,29
4620,PZC,6
4621,PZG,26
4622,PZN,27
4623,PZT,6
4624,PZZA,1
4625,QABA,15
4626,QADA,7
4627,QAI,30
4628,QARP,22
4629,QAT,16
4630,QCLN,32
4631,QCOM,32
4632,QCRH,15
4633,QD,1
4634,QDEF,2
4635,QDEL,8
4636,QDYN,2
4637,QED,24
4638,QEFA,30
4639,QEMM,14
4640,QES,1
4641,QFIN,25
4642,QGEN,7
4643,QGRO,24
4644,QGTA,22
4645,QID,36
4646,QINT,30
4647,QIWI,7
4648,QK,23
4649,QLC,22
4650,QLD,24
4651,QLS,5
4652,QLTA,29
4653,QLV,20
4654,QLVD,23
4655,QLVE,23
4656,QLYS,7
4657,QMCO,26
4658,QMJ,23
4659,QMN,30
4660,QMOM,24
4661,QNST,7
4662,QQEW,24
4663,QQH,23
4664,QQQ,24
4665,QQQE,24
4666,QQQX,24
4667,QQXT,24
4668,QRFT,5
4669,QRHC,26
4670,QRTEA,28
4671,QRVO,32
4672,QSR,37
4673,QSY,2
4674,QTNT,8
4675,QTRX,7
4676,QTS,17
4677,QTT,7
4678,QTUM,22
4679,QTWO,7
4680,QUAD,28
4681,QUAL,24
4682,QUIK,1
4683,QUMU,26
4684,QUS,24
4685,QVAL,2
4686,QVCD,34
4687,QVM,5
4688,QYLD,24
4689,R,32
4690,RACE,16
4691,RAD,28
4692,RADA,1
4693,RAFE,23
4694,RALS,26
4695,RAND,33
4696,RAPT,23
4697,RARE,8
4698,RBA,37
4699,RBB,15
4700,RBBN,28
4701,RBCAA,27
4702,RBCN,26
4703,RBIN,19
4704,RBKB,25
4705,RBNC,27
4706,RBS,16
4707,RBUS,33
4708,RCB,26
4709,RCD,2
4710,RCEL,1
4711,RCG,19
4712,RCI,16
4713,RCII,28
4714,RCKT,8
4715,RCKY,28
4716,RCL,32
4717,RCM,7
4718,RCMT,26
4719,RCON,26
4720,RCP,26
4721,RCS,3
4722,RCUS,8
4723,RDCM,26
4724,RDFN,28
4725,RDHL,1
4726,RDI,28
4727,RDIB,33
4728,RDIV,2
4729,RDN,37
4730,RDNT,37
4731,RDOG,20
4732,RDS-A,13
4733,RDUS,8
4734,RDVT,1
4735,RDVY,2
4736,RDWR,7
4737,RDY,1
4738,RE,35
4739,REAL,20
4740,RECS,23
4741,REDU,1
4742,REG,17
4743,REGI,28
4744,REGN,8
4745,REI,13
4746,REK,36
4747,REKR,26
4748,RELV,26
4749,REM,37
4750,REMX,16
4751,RENN,1
4752,REPH,1
4753,REPL,8
4754,RESD,23
4755,RESE,33
4756,RESI,37
4757,RESN,1
4758,RESP,23
4759,RETA,8
4760,RETO,26
4761,REV,28
4762,REVG,32
4763,REVS,23
4764,REW,36
4765,REX,28
4766,REXN,1
4767,REYN,23
4768,REZ,17
4769,REZI,28
4770,RF,15
4771,RFCI,10
4772,RFDA,24
4773,RFDI,30
4774,RFEU,30
4775,RFFC,2
4776,RFI,17
4777,RFIL,1
4778,RFP,28
4779,RFUN,16
4780,RGA,15
4781,RGCO,27
4782,RGEN,8
4783,RGI,2
4784,RGLD,21
4785,RGLS,1
4786,RGNX,8
4787,RGP,33
4788,RGR,28
4789,RGS,28
4790,RGT,22
4791,RH,28
4792,RHE,1
4793,RHI,32
4794,RHP,32
4795,RHS,12
4796,RIBT,1
4797,RICK,28
4798,RIF,17
4799,RIG,13
4800,RIGL,8
4801,RIGS,3
4802,RILYG,3
4803,RILYH,3
4804,RILYI,34
4805,RILYM,23
4806,RILYN,20
4807,RILYO,20
4808,RILYZ,3
4809,RINF,1
4810,RING,21
4811,RIO,16
4812,RISE,1
4813,RIV,3
4814,RIVE,19
4815,RJF,15
4816,RJI,4
4817,RJN,4
4818,RJZ,19
4819,RL,28
4820,RLGT,28
4821,RLGY,37
4822,RLH,28
4823,RLI,27
4824,RLJ,32
4825,RLMD,26
4826,RLY,16
4827,RM,27
4828,RMAX,37
4829,RMBI,20
4830,RMBL,1
4831,RMBS,32
4832,RMCF,26
4833,RMD,35
4834,RMG,33
4835,RMI,19
4836,RMM,20
4837,RMNI,7
4838,RMT,2
4839,RMTI,1
4840,RNA,33
4841,RNDB,26
4842,RNDV,3
4843,RNEM,14
4844,RNET,28
4845,RNG,7
4846,RNGR,26
4847,RNLC,22
4848,RNMC,2
4849,RNSC,32
4850,RNWK,26
4851,ROAM,14
4852,ROBO,22
4853,ROBT,24
4854,ROCHU,33
4855,RODE,5
4856,RODI,33
4857,RODM,30
4858,ROG,32
4859,ROIC,17
4860,ROK,32
4861,ROKT,35
4862,ROKU,7
4863,ROL,35
4864,ROLL,32
4865,ROM,24
4866,ROMO,23
4867,ROOF,17
4868,ROP,35
4869,RORE,17
4870,ROSC,5
4871,ROSE,13
4872,ROSEU,33
4873,ROST,28
4874,ROUS,2
4875,ROYT,1
4876,RP,7
4877,RPAI,17
4878,RPAR,23
4879,RPAY,25
4880,RPD,7
4881,RPG,24
4882,RPLA,33
4883,RPM,22
4884,RPRX,33
4885,RPT,17
4886,RPTX,33
4887,RQI,17
4888,RRBI,25
4889,RRC,13
4890,RRR,32
4891,RS,32
4892,RSF,20
4893,RSG,35
4894,RSP,2
4895,RSSS,19
4896,RSX,16
4897,RSXJ,16
4898,RTH,22
4899,RTIX,28
4900,RTM,2
4901,RTRX,8
4902,RUBI,7
4903,RUBY,8
4904,RUHN,25
4905,RUN,7
4906,RUSHA,32
4907,RUSL,16
4908,RUTH,28
4909,RVI,37
4910,RVLV,20
4911,RVMD,23
4912,RVNC,8
4913,RVP,26
4914,RVRS,2
4915,RVT,2
4916,RWCD,5
4917,RWDC,5
4918,RWED,5
4919,RWGV,5
4920,RWIU,5
4921,RWJ,2
4922,RWK,2
4923,RWL,2
4924,RWLK,1
4925,RWLS,5
4926,RWM,36
4927,RWO,17
4928,RWR,17
4929,RWSL,5
4930,RWUI,5
4931,RWVG,5
4932,RWX,30
4933,RXD,36
4934,RXL,35
4935,RXN,32
4936,RY,16
4937,RYAM,32
4938,RYB,1
4939,RYE,13
4940,RYH,35
4941,RYLD,5
4942,RYN,17
4943,RYT,24
4944,RYTM,8
4945,RYU,12
4946,RZB,34
4947,RZG,2
4948,RZV,32
4949,SA,21
4950,SABR,32
4951,SACC,23
4952,SAEX,1
4953,SAFE,7
4954,SAFT,27
4955,SAGE,8
4956,SAH,28
4957,SAIA,32
4958,SAL,26
4959,SALM,1
4960,SALT,28
4961,SAMG,27
4962,SAND,21
4963,SANM,32
4964,SAQN,33
4965,SAQNU,33
4966,SAR,37
4967,SASR,15
4968,SATS,32
4969,SAVA,1
4970,SAVE,28
4971,SB,28
4972,SBB,36
4973,SBBA,33
4974,SBBX,27
4975,SBCF,15
4976,SBFG,26
4977,SBGI,28
4978,SBI,9
4979,SBIO,8
4980,SBLK,28
4981,SBM,36
4982,SBNY,15
4983,SBOW,13
4984,SBPH,1
4985,SBRA,17
4986,SBS,31
4987,SBSI,15
4988,SBT,27
4989,SBUX,35
4990,SC,32
4991,SCCB,20
4992,SCCO,16
4993,SCD,3
4994,SCHA,2
4995,SCHB,24
4996,SCHC,30
4997,SCHE,14
4998,SCHF,30
4999,SCHH,17
5000,SCHI,0
5001,SCHJ,0
5002,SCHM,2
5003,SCHN,32
5004,SCHO,29
5005,SCHP,29
5006,SCHQ,0
5007,SCHR,10
5008,SCHV,2
5009,SCHW,15
5010,SCHZ,10
5011,SCI,35
5012,SCID,30
5013,SCIJ,22
5014,SCIU,2
5015,SCIX,5
5016,SCKT,26
5017,SCL,32
5018,SCM,37
5019,SCON,1
5020,SCOR,28
5021,SCPE,33
5022,SCPH,1
5023,SCPL,25
5024,SCS,32
5025,SCSC,28
5026,SCVL,28
5027,SCVX,33
5028,SCWX,7
5029,SCX,1
5030,SCYX,1
5031,SCZ,30
5032,SD,13
5033,SDC,20
5034,SDD,36
5035,SDEM,14
5036,SDG,30
5037,SDGR,33
5038,SDI,1
5039,SDIV,16
5040,SDOG,2
5041,SDP,36
5042,SDRL,13
5043,SDS,36
5044,SDVY,32
5045,SDY,2
5046,SDYL,2
5047,SE,7
5048,SEAC,1
5049,SEB,1
5050,SECO,1
5051,SEED,1
5052,SEF,36
5053,SEIC,32
5054,SEIX,33
5055,SELB,1
5056,SELF,26
5057,SENEA,27
5058,SENEB,33
5059,SENS,1
5060,SERV,27
5061,SF,32
5062,SFBC,19
5063,SFBS,15
5064,SFET,1
5065,SFHY,16
5066,SFIG,0
5067,SFIX,7
5068,SFL,13
5069,SFM,28
5070,SFNC,15
5071,SFTW,33
5072,SFUN,1
5073,SFYF,5
5074,SFYX,5
5075,SG,25
5076,SGA,27
5077,SGBX,26
5078,SGC,27
5079,SGDJ,21
5080,SGDM,21
5081,SGG,26
5082,SGH,32
5083,SGMA,26
5084,SGMO,8
5085,SGOC,19
5086,SGOL,21
5087,SGRP,26
5088,SGRY,28
5089,SGU,1
5090,SH,36
5091,SHAK,7
5092,SHE,24
5093,SHEN,28
5094,SHG,16
5095,SHLL,33
5096,SHLO,28
5097,SHM,29
5098,SHO,37
5099,SHOO,28
5100,SHOP,7
5101,SHSP,7
5102,SHV,0
5103,SHW,35
5104,SHY,29
5105,SHYD,29
5106,SHYF,33
5107,SHYG,16
5108,SHYL,16
5109,SIBN,7
5110,SIC,1
5111,SID,31
5112,SIEB,27
5113,SIF,19
5114,SIFY,1
5115,SIG,28
5116,SIGA,28
5117,SIGI,35
5118,SII,26
5119,SIJ,36
5120,SIL,21
5121,SILC,28
5122,SILJ,21
5123,SILK,25
5124,SILV,21
5125,SIM,19
5126,SIMO,7
5127,SIMS,2
5128,SINA,14
5129,SINO,26
5130,SIRI,7
5131,SITC,17
5132,SITE,37
5133,SITM,23
5134,SIVBP,23
5135,SIVR,21
5136,SIXH,33
5137,SIXL,33
5138,SIXS,33
5139,SIZE,2
5140,SJ,33
5141,SJB,36
5142,SJI,11
5143,SJIJ,23
5144,SJM,12
5145,SJNK,16
5146,SJT,1
5147,SKM,16
5148,SKOR,29
5149,SKYS,26
5150,SKYY,24
5151,SLAB,32
5152,SLB,13
5153,SLCA,13
5154,SLCT,27
5155,SLDB,8
5156,SLF,16
5157,SLGL,26
5158,SLGN,35
5159,SLM,32
5160,SLMBP,1
5161,SLNO,1
5162,SLP,7
5163,SLQD,29
5164,SLRC,37
5165,SLS,1
5166,SLT,2
5167,SLV,21
5168,SLVO,21
5169,SLVP,21
5170,SLX,32
5171,SLY,2
5172,SLYG,2
5173,SLYV,2
5174,SM,13
5175,SMAR,7
5176,SMB,29
5177,SMBC,27
5178,SMCI,1
5179,SMDD,36
5180,SMDV,2
5181,SMDY,33
5182,SMED,26
5183,SMEZ,30
5184,SMFG,22
5185,SMG,37
5186,SMH,24
5187,SMHB,28
5188,SMIN,14
5189,SMIT,26
5190,SMLF,2
5191,SMLV,2
5192,SMM,18
5193,SMMC,33
5194,SMMCU,33
5195,SMMD,2
5196,SMMF,27
5197,SMMT,1
5198,SMMV,2
5199,SMN,36
5200,SMOG,22
5201,SMP,32
5202,SMPL,28
5203,SMSI,1
5204,SMTC,32
5205,SMTS,1
5206,SNA,32
5207,SNBR,28
5208,SNCR,1
5209,SND,13
5210,SNDE,1
5211,SNDL,20
5212,SNDR,32
5213,SNDX,8
5214,SNE,7
5215,SNES,26
5216,SNFCA,26
5217,SNLN,3
5218,SNMP,1
5219,SNN,35
5220,SNOA,26
5221,SNP,16
5222,SNPE,5
5223,SNPS,24
5224,SNR,17
5225,SNSR,22
5226,SNUG,33
5227,SNV,15
5228,SNX,32
5229,SO,12
5230,SOAC,33
5231,SOHO,26
5232,SOHOB,26
5233,SOHON,25
5234,SOHOO,26
5235,SOHU,14
5236,SOI,13
5237,SOIL,22
5238,SOJA,34
5239,SOJB,34
5240,SOJC,34
5241,SOJD,23
5242,SOLO,1
5243,SOLY,25
5244,SONA,15
5245,SONM,25
5246,SONN,26
5247,SONO,28
5248,SOVB,26
5249,SOXS,36
5250,SOXX,24
5251,SOYB,1
5252,SPAQ,19
5253,SPB,32
5254,SPBO,29
5255,SPCB,26
5256,SPCE,25
5257,SPDN,36
5258,SPDV,2
5259,SPDW,30
5260,SPEM,14
5261,SPEU,30
5262,SPFI,25
5263,SPGI,35
5264,SPGP,24
5265,SPH,1
5266,SPHB,2
5267,SPHQ,24
5268,SPHY,16
5269,SPI,1
5270,SPIB,29
5271,SPIP,29
5272,SPKE,37
5273,SPLG,24
5274,SPLK,7
5275,SPLP,26
5276,SPMB,29
5277,SPMD,2
5278,SPMO,24
5279,SPMV,5
5280,SPN,23
5281,SPNE,27
5282,SPNS,7
5283,SPOK,28
5284,SPOT,7
5285,SPPI,8
5286,SPPP,19
5287,SPR,32
5288,SPRO,8
5289,SPRT,26
5290,SPSC,7
5291,SPSK,23
5292,SPSM,2
5293,SPT,23
5294,SPTM,24
5295,SPTN,28
5296,SPTS,29
5297,SPUU,24
5298,SPWR,28
5299,SPXC,32
5300,SPXE,5
5301,SPXL,24
5302,SPXN,5
5303,SPXV,5
5304,SPY,24
5305,SPYD,2
5306,SQ,7
5307,SQEW,33
5308,SQM,16
5309,SQNS,1
5310,SQQQ,36
5311,SR,11
5312,SRAC,33
5313,SRACU,33
5314,SRAX,1
5315,SRC,17
5316,SRCL,32
5317,SRDX,7
5318,SRE,12
5319,SREA,20
5320,SRET,17
5321,SREV,1
5322,SRI,32
5323,SRL,1
5324,SRLN,16
5325,SRLP,1
5326,SRNE,8
5327,SRPT,8
5328,SRS,36
5329,SRT,27
5330,SRTS,26
5331,SRTY,36
5332,SRV,33
5333,SRVR,17
5334,SSB,15
5335,SSBI,26
5336,SSD,32
5337,SSKN,1
5338,SSL,16
5339,SSLY,33
5340,SSNC,7
5341,SSNT,26
5342,SSO,24
5343,SSP,28
5344,SSPKU,33
5345,SSPY,5
5346,SSRM,21
5347,SSSS,1
5348,SSTI,7
5349,SSTK,28
5350,SSUS,23
5351,SSY,26
5352,SSYS,32
5353,STAA,7
5354,STAG,17
5355,STAR,37
5356,STAY,28
5357,STBA,15
5358,STC,27
5359,STE,35
5360,STG,26
5361,STIM,1
5362,STK,24
5363,STKL,1
5364,STKS,26
5365,STL,15
5366,STLC,33
5367,STLG,23
5368,STLV,23
5369,STM,32
5370,STMB,33
5371,STN,16
5372,STND,26
5373,STNG,28
5374,STOK,20
5375,STOR,17
5376,STOT,29
5377,STPP,19
5378,STPZ,29
5379,STRA,7
5380,STRL,28
5381,STRM,26
5382,STRO,1
5383,STRS,27
5384,STSA,20
5385,STSB,33
5386,STT,15
5387,STWD,37
5388,STXB,27
5389,STXS,1
5390,STZ,37
5391,STZ-B,19
5392,SU,13
5393,SUB,29
5394,SUI,17
5395,SUM,32
5396,SUMR,26
5397,SUN,18
5398,SUNS,37
5399,SUNW,1
5400,SUP,28
5401,SUPN,8
5402,SUPV,31
5403,SURF,8
5404,SUSA,24
5405,SUSB,29
5406,SVBI,26
5407,SVM,21
5408,SVMK,7
5409,SVRA,8
5410,SVT,1
5411,SVVC,1
5412,SWAN,35
5413,SWCH,7
5414,SWI,7
5415,SWIR,32
5416,SWK,32
5417,SWKH,19
5418,SWKS,32
5419,SWM,32
5420,SWN,13
5421,SWT,23
5422,SWTX,20
5423,SWX,11
5424,SWZ,16
5425,SXC,32
5426,SXTC,25
5427,SY,25
5428,SYBX,1
5429,SYE,24
5430,SYG,24
5431,SYK,35
5432,SYKE,32
5433,SYN,1
5434,SYNA,32
5435,SYNC,26
5436,SYNH,35
5437,SYNL,27
5438,SYPR,26
5439,SYV,2
5440,SYX,28
5441,SYY,37
5442,SZC,18
5443,SZK,36
5444,SZNE,22
5445,T,37
5446,TAAG,33
5447,TAC,3
5448,TACO,28
5449,TADS,33
5450,TAEQ,33
5451,TAGS,19
5452,TAIL,36
5453,TAIT,1
5454,TALO,13
5455,TAN,22
5456,TANH,26
5457,TANNL,26
5458,TANNZ,26
5459,TAOP,26
5460,TARA,26
5461,TARO,1
5462,TAST,28
5463,TAT,1
5464,TATT,19
5465,TAWK,5
5466,TAXF,0
5467,TAYD,26
5468,TBB,34
5469,TBBK,15
5470,TBF,28
5471,TBIO,8
5472,TBK,15
5473,TBLT,25
5474,TBLTW,19
5475,TBLU,35
5476,TBND,20
5477,TBNK,27
5478,TBPH,8
5479,TBT,28
5480,TCBI,15
5481,TCBIL,34
5482,TCBK,15
5483,TCCO,1
5484,TCDA,8
5485,TCF,15
5486,TCFC,27
5487,TCFCP,23
5488,TCI,1
5489,TCO,17
5490,TCOM,14
5491,TCON,1
5492,TCPC,37
5493,TCRW,19
5494,TCS,28
5495,TCTL,22
5496,TCX,7
5497,TD,16
5498,TDA,34
5499,TDAC,33
5500,TDACU,33
5501,TDC,32
5502,TDE,34
5503,TDF,14
5504,TDI,34
5505,TDIV,24
5506,TDJ,34
5507,TDOC,7
5508,TDTF,29
5509,TDV,23
5510,TDW,13
5511,TEAF,25
5512,TEAM,7
5513,TECD,32
5514,TECH,7
5515,TECK,16
5516,TECL,24
5517,TECS,36
5518,TEDU,1
5519,TEL,32
5520,TELA,23
5521,TELL,13
5522,TEN,32
5523,TENB,7
5524,TENX,26
5525,TER,32
5526,TERM,2
5527,TERP,37
5528,TESS,28
5529,TEUM,1
5530,TEVA,28
5531,TFC,15
5532,TFI,29
5533,TFIV,5
5534,TFLO,19
5535,TFX,35
5536,TGA,13
5537,TGB,16
5538,TGC,26
5539,TGEN,26
5540,TGH,32
5541,TGI,28
5542,TGLS,1
5543,TGNA,32
5544,TGP,28
5545,TGS,31
5546,TGT,28
5547,TGTX,8
5548,TH,25
5549,THBR,33
5550,THBRU,33
5551,THC,28
5552,THCA,33
5553,THCAU,33
5554,THCB,20
5555,THCBU,33
5556,THD,14
5557,THG,37
5558,THGA,34
5559,THM,21
5560,THMO,25
5561,THNQ,33
5562,THO,32
5563,THRM,32
5564,THS,28
5565,THTX,1
5566,THW,35
5567,THY,33
5568,TIF,32
5569,TIGO,25
5570,TIP,29
5571,TIPT,27
5572,TIPX,29
5573,TISI,28
5574,TITN,32
5575,TJX,28
5576,TK,13
5577,TKAT,26
5578,TKC,1
5579,TKR,32
5580,TLC,19
5581,TLDH,22
5582,TLEH,14
5583,TLF,26
5584,TLGT,33
5585,TLH,10
5586,TLI,3
5587,TLK,16
5588,TLND,7
5589,TLRD,28
5590,TLSA,25
5591,TLT,10
5592,TLTD,30
5593,TLTE,14
5594,TLYS,28
5595,TM,16
5596,TMBR,1
5597,TMDI,26
5598,TMDV,23
5599,TMDX,25
5600,TME,25
5601,TMFC,24
5602,TMP,15
5603,TMQ,1
5604,TMST,32
5605,TMUS,35
5606,TMV,28
5607,TNA,2
5608,TNAV,7
5609,TNDM,7
5610,TNET,7
5611,TNP,1
5612,TNXP,1
5613,TOK,22
5614,TOKE,20
5615,TOLZ,35
5616,TOPS,1
5617,TORC,1
5618,TOTA,33
5619,TOTL,29
5620,TOUR,1
5621,TPAY,5
5622,TPB,1
5623,TPC,28
5624,TPCO,27
5625,TPH,37
5626,TPHD,5
5627,TPHS,26
5628,TPIF,23
5629,TPL,13
5630,TPLC,5
5631,TPR,28
5632,TPSC,23
5633,TPTX,25
5634,TPVG,37
5635,TPYP,18
5636,TPZ,18
5637,TQQQ,24
5638,TR,11
5639,TRC,28
5640,TREC,27
5641,TREE,7
5642,TREX,37
5643,TRGP,18
5644,TRHC,7
5645,TRI,35
5646,TRIB,1
5647,TRIP,28
5648,TRMB,32
5649,TRMD,19
5650,TRMK,15
5651,TRMT,26
5652,TRN,32
5653,TRND,5
5654,TRNE,23
5655,TRNO,17
5656,TRNS,27
5657,TROW,22
5658,TROX,32
5659,TRP,16
5660,TRPX,1
5661,TRQ,1
5662,TRS,32
5663,TRST,15
5664,TRT,26
5665,TRTN,32
5666,TRTX,37
5667,TRTY,16
5668,TRU,35
5669,TRUE,28
5670,TRUP,7
5671,TRV,35
5672,TRVG,1
5673,TRVI,25
5674,TRVN,1
5675,TRWH,25
5676,TRX,26
5677,TRXC,1
5678,TS,13
5679,TSBK,27
5680,TSC,15
5681,TSCAP,26
5682,TSCBP,20
5683,TSCO,28
5684,TSE,32
5685,TSEM,32
5686,TSI,19
5687,TSLA,7
5688,TSLX,37
5689,TSM,14
5690,TSN,37
5691,TSU,31
5692,TT,20
5693,TTAC,24
5694,TTAI,22
5695,TTC,32
5696,TTEC,7
5697,TTEK,35
5698,TTGT,7
5699,TTI,13
5700,TTM,16
5701,TTMI,32
5702,TTNP,1
5703,TTOO,1
5704,TTP,18
5705,TTTN,5
5706,TTWO,7
5707,TUES,1
5708,TUFN,25
5709,TUP,28
5710,TURN,26
5711,TUSK,13
5712,TV,16
5713,TVC,26
5714,TVE,26
5715,TVIX,36
5716,TVTY,28
5717,TW,25
5718,TWI,28
5719,TWLO,7
5720,TWMC,26
5721,TWN,14
5722,TWNK,1
5723,TWNKW,26
5724,TWO,37
5725,TWOU,7
5726,TWST,8
5727,TWTR,7
5728,TX,32
5729,TXG,20
5730,TXMD,8
5731,TXN,22
5732,TY,22
5733,TYBS,1
5734,TYG,18
5735,TYL,7
5736,TYME,27
5737,TYO,28
5738,TZA,36
5739,TZAC,33
5740,TZOO,28
5741,UA,28
5742,UAA,28
5743,UAE,16
5744,UAG,19
5745,UAL,28
5746,UAN,1
5747,UAPR,5
5748,UAUD,25
5749,UAUG,20
5750,UAVS,26
5751,UBA,17
5752,UBCP,26
5753,UBER,25
5754,UBG,0
5755,UBOH,26
5756,UBS,32
5757,UBSI,15
5758,UBT,10
5759,UBX,8
5760,UCBI,15
5761,UCBIO,33
5762,UCC,24
5763,UCHF,19
5764,UCI,4
5765,UCIB,23
5766,UCO,4
5767,UDEC,23
5768,UDN,21
5769,UDOW,22
5770,UEC,27
5771,UEIC,28
5772,UEUR,21
5773,UEVM,14
5774,UFAB,1
5775,UFCS,27
5776,UFI,28
5777,UFPI,32
5778,UFPT,27
5779,UFS,32
5780,UG,26
5781,UGA,4
5782,UGAZ,1
5783,UGBP,1
5784,UGE,35
5785,UGI,11
5786,UGL,21
5787,UGLD,21
5788,UGP,31
5789,UHAL,28
5790,UHS,35
5791,UHT,17
5792,UI,7
5793,UIVM,30
5794,UJAN,5
5795,UJB,5
5796,UJPY,26
5797,UJUL,24
5798,UJUN,23
5799,UL,35
5800,ULE,21
5801,ULST,19
5802,ULTA,28
5803,ULTR,33
5804,UMAY,33
5805,UMC,14
5806,UMDD,2
5807,UMH,17
5808,UMPQ,15
5809,UMRX,1
5810,UN,35
5811,UNB,27
5812,UNM,15
5813,UNOV,23
5814,UNP,32
5815,UNTY,27
5816,UNVR,32
5817,UOCT,24
5818,UONEK,26
5819,UPRO,24
5820,UPS,32
5821,UPV,30
5822,UPW,12
5823,UPWK,28
5824,URA,16
5825,URBN,28
5826,URG,1
5827,URI,32
5828,URTY,2
5829,USA,22
5830,USAC,18
5831,USAI,18
5832,USAK,28
5833,USAP,28
5834,USAS,21
5835,USB,15
5836,USCI,4
5837,USCR,32
5838,USDU,26
5839,USEG,1
5840,USEP,23
5841,USEQ,2
5842,USFD,37
5843,USFR,19
5844,USHG,33
5845,USHY,16
5846,USI,33
5847,USIG,29
5848,USLB,35
5849,USLM,27
5850,USLV,21
5851,USM,28
5852,USMF,24
5853,USMV,35
5854,USNA,28
5855,USO,4
5856,USOI,4
5857,USRT,17
5858,UST,10
5859,USTB,29
5860,USV,0
5861,USVM,2
5862,USWS,25
5863,USX,28
5864,USXF,33
5865,UTES,12
5866,UTF,3
5867,UTG,35
5868,UTHR,8
5869,UTI,26
5870,UTL,11
5871,UTMD,27
5872,UTRN,35
5873,UTSI,1
5874,UTSL,12
5875,UUP,26
5876,UUU,26
5877,UUUU,28
5878,UVSP,15
5879,UVV,27
5880,UVXY,36
5881,UWM,2
5882,UXIN,1
5883,UYM,2
5884,UZA,34
5885,UZB,34
5886,V,24
5887,VAC,32
5888,VAL,13
5889,VALE,31
5890,VALQ,2
5891,VALT,33
5892,VALU,27
5893,VAM,19
5894,VAPO,25
5895,VAR,35
5896,VAW,2
5897,VB,2
5898,VBF,6
5899,VBFC,19
5900,VBIV,1
5901,VBK,24
5902,VBLT,1
5903,VBND,29
5904,VC,32
5905,VCEL,8
5906,VCF,26
5907,VCIF,20
5908,VCIT,29
5909,VCLT,29
5910,VCNX,26
5911,VCR,24
5912,VCSH,29
5913,VCYT,8
5914,VDE,13
5915,VEA,30
5916,VEC,28
5917,VECO,32
5918,VEDL,14
5919,VEEV,7
5920,VEGA,5
5921,VEGI,22
5922,VEGN,23
5923,VEL,23
5924,VEON,3
5925,VER,17
5926,VERB,26
5927,VERI,1
5928,VERO,1
5929,VERU,26
5930,VERY,20
5931,VET,13
5932,VETS,19
5933,VEU,30
5934,VFC,32
5935,VFF,25
5936,VFH,15
5937,VFL,9
5938,VFLQ,2
5939,VFMF,2
5940,VFMO,24
5941,VFMV,35
5942,VFVA,2
5943,VG,7
5944,VGFO,33
5945,VGI,3
5946,VGIT,10
5947,VGK,30
5948,VGLT,10
5949,VGM,9
5950,VGSH,10
5951,VGT,24
5952,VGZ,21
5953,VHC,7
5954,VHI,33
5955,VHT,35
5956,VIAV,7
5957,VICI,17
5958,VICR,7
5959,VIE,23
5960,VIG,24
5961,VIGI,30
5962,VIIX,36
5963,VIOG,2
5964,VIOT,1
5965,VIOV,2
5966,VIPS,14
5967,VIR,20
5968,VIRS,33
5969,VIRT,26
5970,VIS,2
5971,VISL,1
5972,VIST,20
5973,VIV,31
5974,VIVE,1
5975,VIVO,8
5976,VIXM,36
